sira,score,tipadi,daire,esasno,esasyil,kararno,karartarihi,kaynak_arama,sinyaller,konu,metin_ozet
1044,14,Yargıtay,3,1879,2024,1089,2025-02-24,gebe+illiyet,gebe×44 | travma×1 | illiyet×7,MADDİ VE MANEVİ TAZMİNAT DAVASI - DOĞUM SONRASINDA YAPILAN İŞLEMLERİN TIBBA UYGUN OLDUĞU DAVALI HEKİMİN GEÇ MÜDAHALE ETTİĞİ SONUCUNA DA ULAŞILAMADIĞI HASTANE VEYA DOKTORA SORUMLULUK YÜKLENEMEYECEĞİ - ,"(6100 S. K. m. 370) &nbsp; Bölge Adliye Mahkemesi kararı, davacılar vekili tarafından temyiz edilmekle; kesinlik, süre, temyiz şartı ve diğer usul eksiklikleri yönünden yapılan ön inceleme sonucunda, temyiz dilekçesinin kabulüne karar verildikten ve Tetkik Hâkimi tarafından hazırlanan rapor dinlendi"
1045,14,Danıştay,10,6445,2020,3677,2021-06-29,gebe+travma,gebe×2 | travma×3 | illiyet×1 | cenin/düşük,DANIŞTAY KARARI,T.C. D A N I Ş T A Y ONUNCU DAİRE Esas No : 2020/6445 KararNo : 2021/3677 TEMYİZ EDEN (DAVACILAR): 1- Kendi adına asaleten ... adına velayeten ... 2- ... 3- ... VEKİLİ: Av. ... TEMYİZ EDEN (DAVALILAR): 1- ... Bakanlığı VEKİLİ: Av. ... 2- ... Bakanlığı VEKİLİ: ... İSTEMİN_KONUSU: ... Bölge İdare Mahk
1046,14,Yargıtay,13,22814,2013,22861,2014-07-03,gebe+illiyet,gebe×32 | travma×1 | illiyet×7,YARGITAY KARARI,MAHKEMESİ: İstanbul 12. Asliye Hukuk Mahkemesi TARİHİ: 18/04/2013 NUMARASI: 2004/546-2013/145 Taraflar arasındaki maddi ve manevi tazminat davasının yapılan yargılaması sonunda ilamda yazılı nedenlerden dolayı davanın reddine yönelik olarak verilen hükmün davacı avukatınca duruşmalı olarak temyiz ed
1047,13.8,Danıştay,10,6873,2022,7130,2024-12-26,gebe+travma,gebe×2 | travma×6 | illiyet×1 | TCK 87/88,DANIŞTAY KARARI,T.C. D A N I Ş T A Y ONUNCU DAİRE Esas No : 2022/6873 KararNo : 2024/7130 DAVACI: ... VEKİLİ: Av. ... DAVALI: ... Bakanlığı / ANKARA VEKİLİ: Hukuk Müşaviri ... DAVANIN_KONUSU:15/02/2008 tarih ve 26788 sayılı Resmî Gazete’de yayımlanan Ayakta Teşhis ve Tedavi Yapılan Özel Sağlık Kuruluşları Hakkında 
1048,13.8,Danıştay,10,6952,2022,7135,2024-12-26,gebe+travma,gebe×2 | travma×6 | illiyet×1 | TCK 87/88,DANIŞTAY KARARI,T.C. D A N I Ş T A Y ONUNCU DAİRE Esas No : 2022/6952 KararNo : 2024/7135 DAVACI: ... VEKİLİ: Av. ... DAVALI: ... Bakanlığı / ANKARA VEKİLİ: Hukuk Müşaviri Av. ... DAVANIN_KONUSU: 15/02/2008 tarih ve 26788 sayılı Resmî Gazete’de yayımlanan Ayakta Teşhis ve Tedavi Yapılan Özel Sağlık Kuruluşları Hakk
1049,13.8,Danıştay,10,7531,2022,7310,2024-12-27,gebe+travma,gebe×2 | travma×6 | illiyet×1 | TCK 87/88,DANIŞTAY KARARI,"T.C. D A N I Ş T A Y ONUNCU DAİRE Esas No : 2022/7531 Karar No : 2024/7310 DAVACI: ... VEKİLİ: Av. ... DAVALI: ... Bakanlığı / ... VEKİLİ: Hukuk Müşaviri Av. ... DAVANIN_KONUSU: 27/03/2002 tarih ve 24708 sayılı Resmî Gazete’de yayımlanan Özel Hastaneler Yönetmeliği'nin, 06/10/2022 tarih ve 31975 say"
1050,13.8,Danıştay,10,6825,2022,7121,2024-12-26,gebe+travma,gebe×2 | travma×6 | illiyet×1 | TCK 87/88,DANIŞTAY KARARI,T.C. D A N I Ş T A Y ONUNCU DAİRE Esas No : 2022/6825 KararNo : 2024/7121 DAVACI: ... VEKİLİ: Av. ... DAVALI: ... Bakanlığı / ANKARA VEKİLİ: Hukuk Müşaviri Av. ... DAVANIN_KONUSU: 15/02/2008 tarih ve 26788 sayılı Resmî Gazete’de yayımlanan Ayakta Teşhis ve Tedavi Yapılan Özel Sağlık Kuruluşları Hakk
1051,13.8,Danıştay,10,6875,2022,7132,2024-12-26,gebe+travma,gebe×2 | travma×6 | illiyet×1 | TCK 87/88,DANIŞTAY KARARI,T.C. D A N I Ş T A Y ONUNCU DAİRE Esas No : 2022/6875 KararNo : 2024/7132 DAVACI: ... VEKİLİ: Av. ... DAVALI: ... Bakanlığı / ANKARA VEKİLİ: Hukuk Müşaviri Av. ... DAVANIN_KONUSU:15/02/2008 tarih ve 26788 sayılı Resmî Gazete’de yayımlanan Ayakta Teşhis ve Tedavi Yapılan Özel Sağlık Kuruluşları Hakkı
1052,13.8,Danıştay,10,6787,2022,7115,2024-12-26,gebe+travma,gebe×2 | travma×6 | illiyet×1 | TCK 87/88,DANIŞTAY KARARI,T.C. D A N I Ş T A Y ONUNCU DAİRE Esas No : 2022/6787 KararNo : 2024/7115 DAVACI: ... VEKİLİ: Av. ... DAVALI: ... Bakanlığı / ANKARA VEKİLİ: Hukuk Müşaviri Av. ... DAVANIN_KONUSU: 15/02/2008 tarih ve 26788 sayılı Resmî Gazete’de yayımlanan Ayakta Teşhis ve Tedavi Yapılan Özel Sağlık Kuruluşları Hakk
1053,13.8,Danıştay,10,6887,2022,7327,2024-12-27,gebe+travma,gebe×2 | travma×6 | illiyet×1 | TCK 87/88,DANIŞTAY KARARI,T.C. D A N I Ş T A Y ONUNCU DAİRE Esas No : 2022/6887 KararNo : 2024/7327 DAVACI: ... VEKİLİ: Av. ... DAVALI: ... Bakanlığı / ANKARA VEKİLİ: Hukuk Müşaviri Av. ... DAVANIN_KONUSU: 15/02/2008 tarih ve 26788 sayılı Resmî Gazete’de yayımlanan Ayakta Teşhis ve Tedavi Yapılan Özel Sağlık Kuruluşları Hakk
1054,13.8,Danıştay,10,6866,2022,7125,2024-12-26,gebe+travma,gebe×2 | travma×6 | illiyet×1 | TCK 87/88,DANIŞTAY KARARI,T.C. D A N I Ş T A Y ONUNCU DAİRE Esas No : 2022/6866 KararNo : 2024/7125 DAVACI: ... VEKİLİ: Av. ... DAVALI: ... Bakanlığı / ANKARA VEKİLİ: Hukuk Müşaviri Av. ... DAVANIN_KONUSU: 15/02/2008 tarih ve 26788 sayılı Resmî Gazete’de yayımlanan Ayakta Teşhis ve Tedavi Yapılan Özel Sağlık Kuruluşları Hakk
1055,13.8,Danıştay,10,6789,2022,7117,2024-12-26,gebe+travma,gebe×2 | travma×6 | illiyet×1 | TCK 87/88,DANIŞTAY KARARI,T.C. D A N I Ş T A Y ONUNCU DAİRE Esas No : 2022/6789 KararNo : 2024/7117 DAVACI: ... VEKİLİ: Av. ... DAVALI: ... Bakanlığı / ANKARA VEKİLİ: Hukuk Müşaviri Av. ... DAVANIN_KONUSU: 15/02/2008 tarih ve 26788 sayılı Resmî Gazete’de yayımlanan Ayakta Teşhis ve Tedavi Yapılan Özel Sağlık Kuruluşları Hakk
1056,13.8,Danıştay,10,6872,2022,7129,2024-12-26,gebe+travma,gebe×2 | travma×6 | illiyet×1 | TCK 87/88,DANIŞTAY KARARI,T.C. D A N I Ş T A Y ONUNCU DAİRE Esas No : 2022/6872 KararNo : 2024/7129 DAVACI: ... VEKİLİ: Av. ... DAVALI: ... Bakanlığı / ANKARA VEKİLİ: Hukuk Müşaviri Av. ... DAVANIN_KONUSU: 15/02/2008 tarih ve 26788 sayılı Resmî Gazete’de yayımlanan Ayakta Teşhis ve Tedavi Yapılan Özel Sağlık Kuruluşları Hakk
1057,13.8,Danıştay,10,6871,2022,7128,2024-12-26,gebe+travma,gebe×2 | travma×6 | illiyet×1 | TCK 87/88,DANIŞTAY KARARI,T.C. D A N I Ş T A Y ONUNCU DAİRE Esas No : 2022/6871 KararNo : 2024/7128 DAVACI: ... VEKİLİ: Av. ... DAVALI: ... Bakanlığı / ANKARA VEKİLİ: Hukuk Müşaviri Av. ... DAVANIN_KONUSU: 15/02/2008 tarih ve 26788 sayılı Resmî Gazete’de yayımlanan Ayakta Teşhis ve Tedavi Yapılan Özel Sağlık Kuruluşları Hakk
1058,13.8,Danıştay,10,6786,2022,7114,2024-12-26,gebe+travma,gebe×2 | travma×6 | illiyet×1 | TCK 87/88,DANIŞTAY KARARI,T.C. D A N I Ş T A Y ONUNCU DAİRE Esas No : 2022/6786 KararNo : 2024/7114 DAVACI: ... VEKİLİ: Av. ... DAVALI: ... Bakanlığı / ANKARA VEKİLİ: Hukuk Müşaviri Av. ... DAVANIN_KONUSU: 15/02/2008 tarih ve 26788 sayılı Resmî Gazete’de yayımlanan Ayakta Teşhis ve Tedavi Yapılan Özel Sağlık Kuruluşları Hakk
1059,13.8,Danıştay,10,6860,2022,7122,2024-12-26,gebe+travma,gebe×2 | travma×6 | illiyet×1 | TCK 87/88,DANIŞTAY KARARI,T.C. D A N I Ş T A Y ONUNCU DAİRE Esas No : 2022/6860 KararNo : 2024/7122 DAVACI: ... VEKİLİ: Av. ... DAVALI: ... Bakanlığı / ANKARA VEKİLİ: Hukuk Müşaviri Av. ... DAVANIN_KONUSU: 15/02/2008 tarih ve 26788 sayılı Resmî Gazete’de yayımlanan Ayakta Teşhis ve Tedavi Yapılan Özel Sağlık Kuruluşları Hakk
1060,13.7,Yargıtay,3,12611,2023,6359,2023-09-28,gebe+travma,gebe×1 | travma×55 | illiyet×6,YARGITAY KARARI,"İLK DERECE MAHKEMESİ : ... 13. Ağır Ceza Mahkemesinin 25.04.2022 tarih ve KATILANLAR : 1-T.C. ... 2-... İl Emniyet Müdürlüğü SUÇ: Türkiye Cumhuriyeti Hükümetini ortadan kaldırmaya veyagörevini yapmasını engellemeye teşebbüs etme, siyasi partilerveya meslek kuruluşlarının kullanımında olan bina, tesi"
1061,13.7,Danıştay,4,2001,2021,2557,2023-05-09,gebe+illiyet,gebe×1 | travma×4 | illiyet×9,DANIŞTAY KARARI,"T.C. D A N I Ş T A Y DÖRDÜNCÜ DAİRE Esas No : 2021/2001 KararNo : 2023/2557 TEMYİZ EDEN (DAVALI): … Vergi Dairesi Başkanlığı VEKİLİ: Av. … KARŞI TARAF (DAVACI): ... VEKİLİ: Av. … İSTEMİN KONUSU: … Bölge İdare Mahkemesi ... Vergi Dava Dairesinin … tarih ve E:…, K:… sayılı kararının temyizen incelener"
1062,13.7,Yargıtay,21,5465,2019,279,2020-01-28,gebe+illiyet,gebe×1 | travma×4 | illiyet×9,YARGITAY KARARI,"MAHKEMESİ: ... Bölge Adliye Mahkemesi Davacı murisinin, ... kazası sonucu ölümünden doğan maddi tazminatın ödetilmesine karar verilmesini istemiştir. İlk Derece Mahkemesince davanın kısmen kabulüne karar verilmesi üzerine davalılardan Türkiye Kömür İşletmeleri Kurumu vekilince istinaf kanun yoluna b"
1063,13.7,Danıştay,4,8222,2021,1474,2023-03-16,gebe+illiyet,gebe×1 | travma×13 | illiyet×6,DANIŞTAY KARARI,T.C. D A N I Ş T A Y DÖRDÜNCÜ DAİRE Esas No : 2021/8222 KararNo : 2023/1474 TEMYİZ EDEN (DAVALI): ... Vergi Dairesi Başkanlığı (... Vergi Dairesi Müdürlüğü) VEKİLİ: Av. ... KARŞI TARAF (DAVACI): ... VEKİLİ: Av. ... İSTEMİN KONUSU: ... Bölge İdare Mahkemesi ... Vergi Dava Dairesinin ... tarih ve E:..
1064,13.7,Yargıtay,3,16986,2023,2369,2024-02-20,gebe+illiyet,gebe×1 | travma×12 | illiyet×6,YARGITAY KARARI,"MAHKEMESİ:Ceza Dairesi SAYISI:2020/571 E. - 2020/2046 K. (Birleşen Erzurum Bölge Adliye Mahkemesi 2. Ceza Dairesi 03.12.2020 tarih, 2020/475 E. - 2020/2042 K. sayılı karar) İLK DERECE MAHKEMESİ : Kars 2. Ağır Ceza Mahkemesinin 27.02.2020 tarih, 2019/418 E. – 2020/148 K. sayılı kararı Kars 2. Ağır Ce"
1065,13.6,Danıştay,12,1324,2020,785,2024-02-21,gebe+travma,gebe×12 | travma×1 | TCK 87/88,DANIŞTAY KARARI,T.C. D A N I Ş T A Y ONİKİNCİ DAİRE Esas No : 2020/1324 KararNo : 2024/785 DAVACI: … VEKİLİ: Av. … DAVALILAR: 1- … Bakanlığı VEKİLİ: I. Hukuk Müşaviri Yrd. V. … 2- … Genel Müdürlüğü VEKİLİ: Av. … DAVANIN KONUSU : 2019 yılı 1. Dönem Çarşı ve Mahalle Bekçisi alımına ilişkin sınavları başarı ile tamaml
1066,13.6,Yargıtay,1,8512,2023,767,2024-02-07,gebe+travma,gebe×8 | travma×4 | illiyet×6,YARGITAY KARARI,"MAHKEMESİ:Ağır Ceza Mahkemesi Sanık ... hakkında nitelikli kasten öldürme suçundan kurulan beraat hükmüne yönelik temyiz istemi bulunmadığı anlaşıldığından bu hüküm inceleme dışı tutulmuştur. Sanık ve suça sürüklenen çocuklar hakkında kurulan hükümlerin; karar tarihi itibarıyla 6723 sayılı Kanun’un "
1067,13.6,Yargıtay,HG,21-286,2014,1063,2014-12-17,gebe+travma,gebe×2 | travma×21 | illiyet×3 | trafik/iş kaz,MADDİ VE MANEVİ TAZMİNAT DAVASI - DAVACILARIN KAZA SONRASI VE TEDAVİ SÜRECİNDE YAŞADIKLARINA DAİR TANIK BEYANLARI - DİRENME KARARININ ONANMASI GEREĞİ,"(4721 S. K. m. 24) (5510 S. K. m. 79, 95) (Sosyal Sigorta işlemleri Yönetmeliği m. 45) (Çalışma Gücü ve Meslekte Kazanma Gücü Kaybı Oranı Tespit İşleri Yönetmeliği Geç. m. 1) Dava: Taraflar arasındaki ""maddi ve manevi tazminat"" davasından dolayı yapılan yargılama sonunda: İzmir 1. İş Mahkemesi'nce d"
1068,13.4,Yargıtay,1,2984,2018,7258,2021-04-20,gebe+illiyet,gebe×14 | travma×2 | illiyet×6,KASTEN ÖLDÜRMEYE YARDIM ETME SUÇU - SANIĞIN EYLEMLERİNE UYAN GÖREVİ KÖTÜYE KULLANMA SUÇU YÖNÜNDEN GEREĞİNE TEVESSÜL EDİLMESİ YERİNE OLUŞA VE BİLİMSEL RAPORLARIN İÇERİKLERİNE UYGUN DÜŞMEYEN GEREKÇE İLE,"(1412 S. K. m. 317, 322) (5237 S. K. m. 37, 39, 53) (ANY. MAH. 08.10.2015 T. 2014/140 E. 2015/85 K.) &nbsp; Mahalli mahkemece bozma üzerine verilen hüküm temyiz edilmekle dosya okunarak; &nbsp; Gereği görüşülüp düşünüldü: &nbsp; Katılan ... Çalışma ve Sosyal Hizmetler Bakanlığı vekilinin sanık ... h"
1069,13.4,Yargıtay,3,3093,2025,4406,2025-09-29,gebe+illiyet,gebe×11 | travma×2 | illiyet×6,TAZMİNAT İSTEMİ - RAHİM TAHLİYE ENDİKASYONU BULUNMADIĞI - DOKTORUN ZAMANINDA FARK EDEMEMESİ NEDENİYLE BİLGİLENDİRME YAPMAMASININ RAHİM TAHLİYE ENDİKASYONU OLMADIĞINDAN SONUCU ETKİLEMEYECEĞİ - HÜKMÜN O,"(6100 S. K. m. 370, 371) &nbsp; Mahkemece; Anayasa Mahkemesi kararı sonrasında yeniden inceleme yapılarak verilen karar, davacı ... tarafından imzalanarak verilen temyiz dilekçesiyle temyiz edildiği anlaşılmakla temyiz incelemesinin davacı ... ve velayet altında olan küçük ... yönünden yapılmasına k"
1070,13.3,Danıştay,10,7055,2022,7137,2024-12-26,gebe+travma,gebe×1 | travma×6 | illiyet×1 | TCK 87/88,DANIŞTAY KARARI,"T.C. D A N I Ş T A Y ONUNCU DAİRE Esas No : 2022/7055 KararNo : 2024/7137 DAVACI:...Derneği VEKİLİ: Av. ... DAVALI : ... Bakanlığı / ANKARA VEKİLİ: Hukuk Müşaviri Av. ... DAVANIN KONUSU: 27/03/2002 tarih ve 24708 sayılı Resmî Gazete’de yayımlanan Özel Hastaneler Yönetmeliği'nin, 06/10/2022 tarih ve "
1071,13.3,Danıştay,10,8891,2022,7314,2024-12-27,gebe+travma,gebe×1 | travma×6 | illiyet×1 | TCK 87/88,DANIŞTAY KARARI,T.C. D A N I Ş T A Y ONUNCU DAİRE Esas No : 2022/8891 Karar No : 2024/7314 DAVACI: ... VEKİLİ: Av. ... DAVALI: ... Bakanlığı / ... VEKİLİ: Hukuk Müşaviri Av.... DAVANIN_KONUSU: 15/02/2008 tarih ve 26788 sayılı Resmî Gazete’de yayımlanan Ayakta Teşhis ve Tedavi Yapılan Özel Sağlık Kuruluşları Hakkınd
1072,13.3,Danıştay,10,6993,2022,7136,2024-12-26,gebe+travma,gebe×1 | travma×6 | illiyet×1 | TCK 87/88,DANIŞTAY KARARI,T.C. D A N I Ş T A Y ONUNCU DAİRE Esas No : 2022/6993 KararNo : 2024/7136 DAVACI: ... Odası VEKİLİ: Av. ... DAVALI: ... Bakanlığı / ANKARA VEKİLİ: Hukuk Müşaviri Av. ... DAVANIN_KONUSU: 15/02/2008 tarih ve 26788 sayılı Resmî Gazete’de yayımlanan Ayakta Teşhis ve Tedavi Yapılan Özel Sağlık Kuruluşlar
1073,13.3,Danıştay,10,8220,2022,7140,2024-12-26,gebe+travma,gebe×1 | travma×6 | illiyet×1 | TCK 87/88,DANIŞTAY KARARI,"T.C. D A N I Ş T A Y ONUNCU DAİRE Esas No : 2022/8220 KararNo : 2024/7140 DAVACI: ... Vakfı VEKİLİ: Av. ... DAVALI: ... Bakanlığı / ANKARA VEKİLİ: Hukuk Müşaviri Av. ... DAVANIN_KONUSU: 27/03/2002 tarih ve 24708 sayılı Resmî Gazete’de yayımlanan Özel Hastaneler Yönetmeliği'nin, 06/10/2022 tarih ve 3"
1074,13.3,A.Y.İ.M.,1,289,1998,52,1999-01-26,gebe+travma,gebe×7 | travma×1 | illiyet×1 | TCK 87/88,KADEME İLERLEMESİ YAPILMAMASI İŞLEMİNİN İPTALİ İSTEMİ - LİSANSÜSTÜ ÖĞRENİM KIDEMİNİN VERİLME USULÜ - DAVACININ DOKTORA ÖĞRENİMİ GÖRDÜĞÜ DALIN İNSANGÜCÜ TEMİN VE YETİŞTİRME PLANINDA GÖSTERİLMİŞ OLMASI ,"(926 S. K. m. 36) Davacı, 3 Nisan 1998 tarihinde kayda geçen dava dilekçesinde özetle; 1989 yılında GATA Askeri Tıp Fakültesinden KKK. lığı mensubu Tabip Subay olarak mezun olduğunu, Haziran 1993 tarihinde MSB.'nın izniyle GATA. Komutanlığında Fizyoloji Doktora kadrosu için açılan sınavı kazanarak 4"
1075,13.3,Yargıtay,2,1981,2023,4770,2023-10-17,gebe+travma,gebe×1 | travma×3 | TCK 87/88 | trafik/iş kaz,YARGITAY KARARI,"MAHKEMESİ: Adana Bölge Adliye Mahkemesi 2. Hukuk Dairesi SAYISI: 2021/688 E., 2022/2461 K. KARAR: İstinaf başvurusunun esastan reddi İLK DERECE MAHKEMESİ: Adana 10. Aile Mahkemesi SAYISI: 2019/203 E., 2020/675 K. Taraflar arasındaki boşanma davasından dolayı yapılan yargılama sonunda İlk Derece Mahk"
1076,13.3,Anayasa,1,13868,2015,,2019-07-03,gebe+illiyet,gebe×1 | travma×2 | illiyet×3 | TCK 87/88,ANAYASA MAHKEMESİNİN 3/7/2019 TARİHLİ VE 2015/13868 SAYILI KARARI (BİREYSEL BAŞVURU),"(2709 S. K. m. 10, 17, 148) (6216 S. K. m. 45, 47) (TAHİR CANAN &ndash; TÜRKİYE DAVASI) (ANY. MAH. 14.11.2018 T. 2014/1457 E.) (ANY. MAH. 26.03.2013 T. 2012/1049 E.) (ANY. MAH. 02.10.2013 T. 2013/1123 E.) (ANY. MAH. 12.02.2013 T. 2012/1027 E.) (ANY. MAH. 26.03.2013 T. 2012/403 E.) (ANY. MAH. 12.09.2"
1077,13.3,Anayasa,2,7902,2019,,2022-06-15,gebe+illiyet,gebe×1 | travma×2 | illiyet×3 | TCK 87/88,ANAYASA MAHKEMESİNİN 15/6/2022 TARİHLİ VE 2019/7902 SAYILI KARARI (BİREYSEL BAŞVURU) ,"(2709 S. K. m. 5, 17, 129) (765 S. K. m. 243, 245) (4483 S. K. m. 1, 2, 4) (1412 S. K. m. 154) (5237 S. K. m. 3, 94, 95, 256) (6216 S. K. m. 50) (ANY. MAH. 17.07.2014 T. 2013/293 E.) (ANY. MAH. 18.09.2013 T. 2012/969 E.) (ANY. MAH. 21.04.2016 T. 2013/7907 E.) (ANY. MAH. 01.02.2018 T. 2014/3944 E.) ("
1078,13.2,A.İ.H.M.,2,33860,2003,,2013-07-09,gebe+travma,gebe×2 | travma×7 | TCK 87/88,BOZDEMİR VE YEŞİLMEN - TÜRKİYE DAVASI,"(5237 S. K. m. 179, 181, 243, 245) (AİHS. m. 1, 2, 3, 5, 6, 13, 29, 35, 41, 44) (KARAYİĞİT - TÜRKİYE DAVASI) (ORHAN - TÜRKİYE DAVASI) (TEPE - TÜRKİYE DAVASI) (ÇAKICI - TÜRKİYE DAVASI) (ÇİÇEK - TÜRKİYE DAVASI) (OSMANOĞLU - TÜRKİYE DAVASI) (AVŞAR - TÜRKİYE DAVASI) (ÇOLAK VE FİLİZER - TÜRKİYE DAVASI) ("
1079,13.1,Danıştay,4,3326,2020,1983,2023-04-05,gebe+illiyet,gebe×1 | travma×9 | illiyet×6,DANIŞTAY KARARI,"T.C. D A N I Ş T A Y DÖRDÜNCÜ DAİRE Esas No : 2020/3326 KararNo : 2023/1983 TEMYİZ EDEN (DAVALI): … Vergi Dairesi Başkanlığı (… Vergi Dairesi Müdürlüğü) VEKİLİ: Av. … KARŞI TARAF (DAVACI): … VEKİLİ: Av. … İSTEMİN KONUSU:… Bölge İdare Mahkemesi ... Vergi Dava Dairesinin … tarih ve E:…, K:… sayılı kar"
1080,13.1,Yargıtay,21,1428,2018,3810,2018-04-16,gebe+illiyet,gebe×1 | travma×3 | illiyet×9,TAZMİNAT DAVASI - İŞ KAZASININ 301 KİŞİNİN ÖLÜMÜNE VE 486 KİŞİNİN YARALANMASINA YOL AÇTIĞI - TOPLUMUN GENELİNDE DERİN BİR ÜZÜNTÜ MEYDANA GETİRDİĞİ - MANEVİ TAZMİNATIN CAYDIRICILIK UNSURUNUN ÖNE ÇIKMAS,"(6331 S. K. m. 4, 5, 10) (818 S. K. m. 332) (6098 S. K. m. 56, 417) (4857 S. K. m. 2, 77) (6100 S. K. m. 114, 115, 355, 357) (5510 S. K. m. 81) (YHGK. 09.10.2013 T. 2013/21-102 E. 2013/1456 K.) &nbsp; Dava: Asıl ve birleşen dava bakımından; Davacılar, murisinin ...... sonucu ölümünden doğan ......ın"
1081,13.1,Yargıtay,21,5466,2019,289,2020-01-28,gebe+illiyet,gebe×1 | travma×3 | illiyet×9,YARGITAY KARARI,"MAHKEMESİ: ... Bölge Adliye Mahkemesi K A R A R A)Davacı İstemi Davacılar dava dilekçesi ve ıslah ile eş için 115.520,17 TL maddi, 250.000,00 TL manevi, çocuk... için 37.274,34 TL maddi, 150.000,00 TL manevi, çocuk İbrahim için 31.416,80 TL maddi, 150.000,00 TL manevi tazminat talep etmişlerdir. B)D"
1082,13.1,Danıştay,4,3396,2020,1984,2023-04-05,gebe+illiyet,gebe×1 | travma×9 | illiyet×6,DANIŞTAY KARARI,"T.C. D A N I Ş T A Y DÖRDÜNCÜ DAİRE Esas No : 2020/3396 KararNo : 2023/1984 TEMYİZ EDEN (DAVALI): … Vergi Dairesi Başkanlığı (… Vergi Dairesi Müdürlüğü) VEKİLİ: Av. … KARŞI TARAF (DAVACI): … VEKİLİ: Av. … İSTEMİN KONUSU: … Bölge İdare Mahkemesi ... Vergi Dava Dairesinin … tarih ve E:…, K:… sayılı ka"
1083,13.1,Danıştay,4,1492,2021,2154,2023-04-12,gebe+illiyet,gebe×1 | travma×9 | illiyet×6,DANIŞTAY KARARI,"T.C. D A N I Ş T A Y DÖRDÜNCÜ DAİRE Esas No : 2021/1492 KararNo : 2023/2154 TEMYİZ EDEN (DAVALI): … Vergi Dairesi Başkanlığı (… Vergi Dairesi Müdürlüğü) VEKİLİ: Av. … KARŞI TARAF (DAVACI): ... VEKİLİ: Av. … İSTEMİN KONUSU: … Bölge İdare Mahkemesi ... Vergi Dava Dairesinin … tarih ve E:…, K:… sayılı "
1084,13.1,Yargıtay,13,8557,1994,2138,1994-03-04,gebe+illiyet,gebe×7 | travma×6 | illiyet×5,TAZMİNAT DAVASI - HATALI TEDAVİ NEDENİNE DAYALI TAZMİNAT İSTEMİ - ÖLMEYEN BİR BEBEĞE ÖLÜ RAPORU DÜZENLENİP VERİLDİĞİ - TIP BİLİMİNİN KABUL ETTİĞİ BÜTÜN KURALLARA UYGUN MÜDAHALE VE TEDBİRLER ALINARAK B,"(818 S. K. m. 41, 47, 321, 386, 390, 394) (1086 S. K. m. 275, 276) (1219 S. K. m. 75) Dava: Taraflar arasındaki tazminat davasının yapılan yargılaması sonunda, ilamda yazılı nedenlerden dolayı davanın reddine yönelik olarak verilen hükmün süresi içinde davacılar avukatınca temyiz edilmesi üzerine; d"
1085,13.1,Yargıtay,21,5467,2019,290,2020-01-28,gebe+illiyet,gebe×1 | travma×3 | illiyet×9,YARGITAY KARARI,"MAHKEMESİ: ... Bölge Adliye Mahkemesi 1 TÜRK MİLLETİ ADINA K A R A R A)Davacı İstemi Davacılar dava dilekçesi ve ıslah ile eş için 2.000,00 TL maddi, 190.000,00 TL manevi, çocuk Sevcan için 74.240,00 TL maddi, 145.000,00 TL manevi, çocuk Sercan için 72.460,00 TL maddi, 145.000,00 TL manevi tazminat "
1086,13.1,Yargıtay,12,3974,2021,8375,2022-11-10,gebe+illiyet,gebe×1 | travma×2 | illiyet×7 | trafik/iş kaz,YARGITAY KARARI,"Mahkemesi:Ağır Ceza Mahkemesi Taksirle öldürme suçundan sanıkların mahkumiyetine ilişkin hükümler, sanıklar müdafileri ile katılanlar vekili tarafından temyiz edilmekle, dosya incelenerek gereği düşünüldü: I-Sanık ... hakkında taksirle öldürme suçundan verilen mahkumiyet kararına yönelik, sanık ... "
1087,13.1,Yargıtay,21,5143,2019,285,2020-01-28,gebe+illiyet,gebe×1 | travma×3 | illiyet×9,YARGITAY KARARI,"MAHKEMESİ: ... Bölge Adliye Mahkemesi K A R A R A)Davacı İstemi Davacılar dava dilekçesi ve ıslah ile anne için 65.622,82 TL maddi, 150.000,00 TL manevi, baba için 2.000,00 TL maddi, 150.000,00 TL manevi, kardeşler için 100.000,00'er TL manevi tazminat talep etmişlerdir. B)Davalıların Cevapları Dava"
1088,13,Yargıtay,3,1948,2023,345,2024-01-23,gebe+illiyet,gebe×8 | travma×3 | illiyet×6,YARGITAY KARARI,"MAHKEMESİ: Gaziantep Bölge Adliye Mahkemesi 13. Hukuk Dairesi SAYISI: 2022/2890 E., 2022/1974 K. İLK DERECE MAHKEMESİ: Diyarbakır 1. Tüketici Mahkemesi SAYISI: 2020/142 E., 2022/393 K. Taraflar arasındaki tazminat davasından dolayı yapılan yargılama sonunda İlk Derece Mahkemesince davanın reddine ka"
